crime_date,location_description,location_category,count
2017-01-11,DRIVEWAY - RESIDENTIAL,outdoor,4
2017-01-11,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,1
2017-01-11,GAS STATION,outdoor,16
2017-01-11,FIRE STATION,other,1
2017-01-11,CTA PLATFORM,other,1
2017-01-11,SIDEWALK,outdoor,39
2017-01-11,CTA BUS,other,1
2017-01-11,VACANT LOT/LAND,other,3
2017-01-11,RESIDENTIAL YARD (FRONT/BACK),other,6
2017-01-11,RESTAURANT,indoor,11
2017-01-11,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,2
2017-01-11,ATM (AUTOMATIC TELLER MACHINE),other,1
2017-01-11,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,other,1
2017-01-11,OTHER COMMERCIAL TRANSPORTATION,other,2
2017-01-11,AIRPORT EXTERIOR - NON-SECURE AREA,other,1
2017-01-11,LIBRARY,indoor,1
2017-01-11,DEPARTMENT STORE,indoor,13
2017-01-11,ATHLETIC CLUB,other,2
2017-01-11,ALLEY,outdoor,8
2017-01-11,CHA HALLWAY/STAIRWELL/ELEVATOR,other,1
2017-01-11,GOVERNMENT BUILDING/PROPERTY,other,3
2017-01-11,RESIDENCE PORCH/HALLWAY,other,8
2017-01-11,"SCHOOL, PUBLIC, BUILDING",other,13
2017-01-11,PARK PROPERTY,outdoor,2
2017-01-11,CTA TRAIN,other,9
2017-01-11,SMALL RETAIL STORE,indoor,14
2017-01-11,VEHICLE - DELIVERY TRUCK,other,1
2017-01-11,AIRPORT VENDING ESTABLISHMENT,other,1
2017-01-11,"SCHOOL, PUBLIC, GROUNDS",other,1
2017-01-11,GROCERY FOOD STORE,indoor,8
2017-01-11,COMMERCIAL / BUSINESS OFFICE,indoor,5
2017-01-11,PARKING LOT/GARAGE(NON.RESID.),other,30
2017-01-12,LIBRARY,indoor,1
2017-01-12,NURSING HOME/RETIREMENT HOME,other,4
2017-01-12,COMMERCIAL / BUSINESS OFFICE,indoor,3
2017-01-12,RESIDENCE-GARAGE,other,8
2017-01-12,BANK,indoor,2
2017-01-12,VACANT LOT/LAND,other,1
2017-01-12,DAY CARE CENTER,other,2
2017-01-12,"SCHOOL, PRIVATE, BUILDING",other,1
2017-01-12,RESTAURANT,indoor,15
2017-01-12,PARKING LOT/GARAGE(NON.RESID.),other,17
2017-01-12,DRUG STORE,indoor,4
2017-01-12,HOSPITAL BUILDING/GROUNDS,other,5
2017-01-12,BAR OR TAVERN,indoor,5
2017-01-12,CHA HALLWAY/STAIRWELL/ELEVATOR,other,1
2017-01-12,RESIDENCE,indoor,124
2017-01-12,SIDEWALK,outdoor,35
2017-01-12,"SCHOOL, PRIVATE, GROUNDS",other,2
2017-01-12,CLEANING STORE,other,2
2017-01-12,OTHER (SPECIFY),other,1
2017-01-12,HOTEL/MOTEL,other,3
2017-01-12,"SCHOOL, PUBLIC, GROUNDS",other,2
2017-01-12,GROCERY FOOD STORE,indoor,14
2017-01-12,MEDICAL/DENTAL OFFICE,other,3
2017-01-12,RESIDENTIAL YARD (FRONT/BACK),other,5
2017-01-12,STREET,outdoor,130
2017-01-12,VEHICLE NON-COMMERCIAL,other,6
2017-01-12,"SCHOOL, PUBLIC, BUILDING",other,12
2017-01-12,RESIDENCE PORCH/HALLWAY,other,11
2017-01-12,CTA TRAIN,other,7
2017-01-12,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,1
2017-01-12,GOVERNMENT BUILDING/PROPERTY,other,2
2017-01-12,DEPARTMENT STORE,indoor,14
2017-01-12,ATHLETIC CLUB,other,1
2017-01-12,APARTMENT,indoor,104
2017-01-12,PARK PROPERTY,outdoor,1
2017-01-12,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,2
2017-01-12,VEHICLE-COMMERCIAL,other,1
2017-01-12,COLLEGE/UNIVERSITY GROUNDS,other,1
2017-01-12,TAVERN/LIQUOR STORE,other,1
2017-01-12,COIN OPERATED MACHINE,other,1
2017-01-12,POLICE FACILITY/VEH PARKING LOT,other,1
2017-01-12,CTA STATION,other,1
2017-01-12,CTA BUS,other,2
2017-01-12,TAXICAB,other,2
2017-01-12,CTA PLATFORM,other,1
2017-01-12,ABANDONED BUILDING,other,3
2017-01-12,ALLEY,outdoor,12
2017-01-12,DRIVEWAY - RESIDENTIAL,outdoor,2
2017-01-12,OTHER,other,24
2017-01-12,CONVENIENCE STORE,indoor,3
2017-01-12,CHA APARTMENT,other,3
2017-01-12,WAREHOUSE,other,1
2017-01-12,GAS STATION,outdoor,11
2017-01-12,SMALL RETAIL STORE,indoor,16
2017-01-12,CTA GARAGE / OTHER PROPERTY,other,1
2017-01-12,CTA BUS STOP,other,2
2017-01-12,SPORTS ARENA/STADIUM,other,1
2017-01-13,DAY CARE CENTER,other,3
2017-01-13,AUTO,other,2
2017-01-13,GROCERY FOOD STORE,indoor,8
2017-01-13,CHA APARTMENT,other,3
2017-01-13,VEHICLE-COMMERCIAL,other,2
2017-01-13,RESIDENCE-GARAGE,other,20
2017-01-13,DEPARTMENT STORE,indoor,14
2017-01-13,POLICE FACILITY / VEHICLE PARKING LOT,other,1
2017-01-13,COMMERCIAL / BUSINESS OFFICE,indoor,9
2017-01-13,RESIDENTIAL YARD (FRONT/BACK),other,10
2017-01-13,CTA STATION,other,4
2017-01-13,HOTEL/MOTEL,other,5
2017-01-13,STREET,outdoor,185
2017-01-13,CTA BUS STOP,other,1
2017-01-13,CHA HALLWAY/STAIRWELL/ELEVATOR,other,1
2017-01-13,VACANT LOT/LAND,other,1
2017-01-13,TAVERN/LIQUOR STORE,other,1
2017-01-13,PARK PROPERTY,outdoor,1
2017-01-13,CONSTRUCTION SITE,other,1
2017-01-13,NURSING HOME/RETIREMENT HOME,other,2
2017-01-13,MEDICAL/DENTAL OFFICE,other,4
2017-01-13,RESIDENCE,indoor,142
2017-01-13,CHA PARKING LOT/GROUNDS,other,2
2017-01-13,BANK,indoor,2
2017-01-13,GOVERNMENT BUILDING/PROPERTY,other,1
2017-01-13,GAS STATION,outdoor,15
2017-01-13,SMALL RETAIL STORE,indoor,24
2017-01-13,CTA PLATFORM,other,3
2017-01-13,CTA BUS,other,2
2017-01-13,SIDEWALK,outdoor,42
2017-01-13,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,2
2017-01-13,OTHER,other,20
2017-01-13,DRIVEWAY - RESIDENTIAL,outdoor,2
2017-01-13,AIRPORT VENDING ESTABLISHMENT,other,1
2017-01-13,VEHICLE NON-COMMERCIAL,other,15
2017-01-13,BAR OR TAVERN,indoor,7
2017-01-13,RESTAURANT,indoor,29
2017-01-13,"SCHOOL, PRIVATE, BUILDING",other,6
2017-01-13,CTA GARAGE / OTHER PROPERTY,other,4
2017-01-13,ALLEY,outdoor,14
2017-01-13,ABANDONED BUILDING,other,1
2017-01-13,ATM (AUTOMATIC TELLER MACHINE),other,3
2017-01-13,ATHLETIC CLUB,other,5
2017-01-13,PARKING LOT/GARAGE(NON.RESID.),other,27
2017-01-13,POLICE FACILITY/VEH PARKING LOT,other,2
2017-01-13,"SCHOOL, PUBLIC, GROUNDS",other,4
2017-01-13,BOWLING ALLEY,other,1
2017-01-13,HOSPITAL BUILDING/GROUNDS,other,4
2017-01-13,CONVENIENCE STORE,indoor,6
2017-01-13,CTA TRAIN,other,5
2017-01-13,HIGHWAY/EXPRESSWAY,other,1
2017-01-13,DRUG STORE,indoor,7
2017-01-13,APARTMENT,indoor,90
2017-01-13,POOL ROOM,other,2
2017-01-13,TAXICAB,other,1
2017-01-13,CREDIT UNION,other,1
2017-01-13,RESIDENCE PORCH/HALLWAY,other,13
2017-01-13,"SCHOOL, PUBLIC, BUILDING",other,14
2017-01-14,BANK,indoor,4
2017-01-14,GAS STATION,outdoor,11
2017-01-14,STREET,outdoor,167
2017-01-14,CHA APARTMENT,other,2
2017-01-14,CTA BUS,other,2
2017-01-14,CTA TRAIN,other,3
2017-01-14,BAR OR TAVERN,indoor,9
2017-01-14,OTHER RAILROAD PROP / TRAIN DEPOT,other,2
2017-01-14,OTHER COMMERCIAL TRANSPORTATION,other,1
2017-01-14,TAVERN/LIQUOR STORE,other,3
2017-01-14,"SCHOOL, PUBLIC, BUILDING",other,1
2017-01-14,ATM (AUTOMATIC TELLER MACHINE),other,2
2017-01-14,AIRPORT EXTERIOR - NON-SECURE AREA,other,2
2017-01-14,RESIDENTIAL YARD (FRONT/BACK),other,14
2017-01-14,VACANT LOT/LAND,other,4
2017-01-14,CTA BUS STOP,other,2
2017-01-14,GROCERY FOOD STORE,indoor,9
2017-01-14,CHA HALLWAY/STAIRWELL/ELEVATOR,other,3
2017-01-14,LIBRARY,indoor,1
2017-01-14,PARK PROPERTY,outdoor,2
2017-01-14,SIDEWALK,outdoor,56
2017-01-14,RESIDENCE-GARAGE,other,8
2017-01-14,APARTMENT,indoor,83
2017-01-14,OTHER,other,34
2017-01-14,ALLEY,outdoor,10
2017-01-14,CONSTRUCTION SITE,other,1
2017-01-14,CTA PLATFORM,other,3
2017-01-14,DRUG STORE,indoor,1
2017-01-14,SMALL RETAIL STORE,indoor,21
2017-01-14,TAXICAB,other,4
2017-01-14,RESIDENCE,indoor,127
2017-01-14,VEHICLE NON-COMMERCIAL,other,18
2017-01-14,CHA PARKING LOT/GROUNDS,other,1
2017-01-14,ABANDONED BUILDING,other,1
2017-01-14,HOTEL/MOTEL,other,2
2017-01-14,RESTAURANT,indoor,19
2017-01-14,CTA STATION,other,3
2017-01-14,COLLEGE/UNIVERSITY GROUNDS,other,1
2017-01-14,NURSING HOME/RETIREMENT HOME,other,2
2017-01-14,CAR WASH,other,1
2017-01-14,AIRPORT PARKING LOT,other,2
2017-01-14,FIRE STATION,other,1
2017-01-14,VEHICLE - OTHER RIDE SERVICE,other,1
2017-01-14,DEPARTMENT STORE,indoor,5
2017-01-14,CONVENIENCE STORE,indoor,4
2017-01-14,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,1
2017-01-14,COMMERCIAL / BUSINESS OFFICE,indoor,1
2017-01-14,CTA GARAGE / OTHER PROPERTY,other,1
2017-01-14,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",other,1
2017-01-14,PARKING LOT/GARAGE(NON.RESID.),other,11
2017-01-14,HOSPITAL BUILDING/GROUNDS,other,1
2017-01-14,RESIDENCE PORCH/HALLWAY,other,9
2017-01-14,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,1
2017-01-14,DRIVEWAY - RESIDENTIAL,outdoor,4
2017-01-15,DRIVEWAY - RESIDENTIAL,outdoor,2
2017-01-15,RESIDENCE,indoor,128
2017-01-15,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,1
2017-01-15,CTA STATION,other,2
2017-01-15,MEDICAL/DENTAL OFFICE,other,1
2017-01-15,"SCHOOL, PRIVATE, BUILDING",other,2
2017-01-15,OTHER,other,22
2017-01-15,PARK PROPERTY,outdoor,1
2017-01-15,BARBERSHOP,other,1
2017-01-15,DRUG STORE,indoor,4
2017-01-15,ATM (AUTOMATIC TELLER MACHINE),other,3
2017-01-15,TAXICAB,other,1
2017-01-15,APARTMENT,indoor,94
2017-01-15,OTHER COMMERCIAL TRANSPORTATION,other,1
2017-01-15,BAR OR TAVERN,indoor,15
2017-01-15,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",other,1
2017-01-15,GAS STATION,outdoor,7
2017-01-15,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,other,1
2017-01-15,OTHER RAILROAD PROP / TRAIN DEPOT,other,1
2017-01-15,CTA BUS STOP,other,1
2017-01-15,ATHLETIC CLUB,other,3
2017-01-15,RESTAURANT,indoor,18
2017-01-15,FACTORY/MANUFACTURING BUILDING,other,1
2017-01-15,RESIDENCE PORCH/HALLWAY,other,5
2017-01-15,BRIDGE,outdoor,1
2017-01-15,CHA APARTMENT,other,1
2017-01-15,CTA TRAIN,other,6
2017-01-15,BOWLING ALLEY,other,1
2017-01-15,CHA PARKING LOT/GROUNDS,other,1
2017-01-15,RESIDENCE-GARAGE,other,16
2017-01-15,ALLEY,outdoor,10
2017-01-15,DEPARTMENT STORE,indoor,8
2017-01-15,CTA PLATFORM,other,2
2017-01-15,POLICE FACILITY/VEH PARKING LOT,other,2
2017-01-15,COMMERCIAL / BUSINESS OFFICE,indoor,2
2017-01-15,TAVERN/LIQUOR STORE,other,2
2017-01-15,SPORTS ARENA/STADIUM,other,1
2017-01-15,RESIDENTIAL YARD (FRONT/BACK),other,12
2017-01-15,AIRPORT VENDING ESTABLISHMENT,other,1
2017-01-15,SMALL RETAIL STORE,indoor,19
2017-01-15,HOSPITAL BUILDING/GROUNDS,other,1
2017-01-15,CONVENIENCE STORE,indoor,4
2017-01-15,VEHICLE NON-COMMERCIAL,other,14
2017-01-15,NURSING HOME/RETIREMENT HOME,other,3
2017-01-15,VACANT LOT/LAND,other,2
2017-01-15,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,3
2017-01-15,STREET,outdoor,154
2017-01-15,GROCERY FOOD STORE,indoor,5
2017-01-15,CHA HALLWAY/STAIRWELL/ELEVATOR,other,2
2017-01-15,SIDEWALK,outdoor,48
2017-01-15,PARKING LOT/GARAGE(NON.RESID.),other,19
2017-01-16,ALLEY,outdoor,14
2017-01-16,HOSPITAL BUILDING/GROUNDS,other,3
2017-01-16,ATHLETIC CLUB,other,2
2017-01-16,PARKING LOT/GARAGE(NON.RESID.),other,26
2017-01-16,COMMERCIAL / BUSINESS OFFICE,indoor,5
2017-01-16,DEPARTMENT STORE,indoor,11
2017-01-16,CTA PLATFORM,other,3
2017-01-16,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,2
2017-01-16,RESIDENTIAL YARD (FRONT/BACK),other,9
2017-01-16,CONVENIENCE STORE,indoor,7
2017-01-16,CTA TRAIN,other,5
2017-01-16,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,2
2017-01-16,HOTEL/MOTEL,other,3
2017-01-16,ABANDONED BUILDING,other,1
2017-01-16,VEHICLE NON-COMMERCIAL,other,13
2017-01-16,CTA BUS,other,2
2017-01-16,DRUG STORE,indoor,1
2017-01-16,MEDICAL/DENTAL OFFICE,other,1
2017-01-16,AIRCRAFT,other,1
2017-01-16,NURSING HOME/RETIREMENT HOME,other,1
2017-01-16,CURRENCY EXCHANGE,indoor,1
2017-01-16,SIDEWALK,outdoor,36
2017-01-16,COLLEGE/UNIVERSITY GROUNDS,other,1
2017-01-16,AIRPORT/AIRCRAFT,other,1
2017-01-16,CTA STATION,other,1
2017-01-16,OTHER,other,28
2017-01-16,RESIDENCE PORCH/HALLWAY,other,11
2017-01-16,VACANT LOT/LAND,other,2
2017-01-16,GAS STATION,outdoor,9
2017-01-16,CHA APARTMENT,other,1
2017-01-16,BARBERSHOP,other,1
2017-01-16,CAR WASH,other,1
2017-01-16,GROCERY FOOD STORE,indoor,9
2017-01-16,BAR OR TAVERN,indoor,4
2017-01-16,STREET,outdoor,142
2017-01-16,RESTAURANT,indoor,21
2017-01-16,DRIVEWAY - RESIDENTIAL,outdoor,4
2017-01-16,RESIDENCE-GARAGE,other,14
2017-01-16,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,other,1
2017-01-16,POLICE FACILITY/VEH PARKING LOT,other,4
2017-01-16,OTHER RAILROAD PROP / TRAIN DEPOT,other,1
2017-01-16,SMALL RETAIL STORE,indoor,23
2017-01-16,BANK,indoor,2
2017-01-16,APARTMENT,indoor,95
2017-01-16,GOVERNMENT BUILDING/PROPERTY,other,3
2017-01-16,CHA PARKING LOT/GROUNDS,other,1
2017-01-16,VEHICLE-COMMERCIAL,other,2
2017-01-16,WAREHOUSE,other,1
2017-01-16,PORCH,outdoor,1
2017-01-16,RESIDENCE,indoor,117
2017-01-16,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,other,1
2017-01-17,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,3
2017-01-17,GROCERY FOOD STORE,indoor,10
2017-01-17,MEDICAL/DENTAL OFFICE,other,1
2017-01-17,MOVIE HOUSE/THEATER,other,1
2017-01-17,HOTEL/MOTEL,other,2
2017-01-17,CTA STATION,other,3
2017-01-17,DRUG STORE,indoor,3
2017-01-17,TAXICAB,other,3
2017-01-17,DAY CARE CENTER,other,3
2017-01-17,CONVENIENCE STORE,indoor,2
2017-01-17,CTA BUS,other,3
2017-01-17,COLLEGE/UNIVERSITY GROUNDS,other,1
2017-01-17,AIRPORT EXTERIOR - SECURE AREA,other,1
2017-01-17,PARKING LOT/GARAGE(NON.RESID.),other,24
2017-01-17,GAS STATION,outdoor,14
2017-01-17,CHA APARTMENT,other,4
2017-01-17,NURSING HOME/RETIREMENT HOME,other,4
2017-01-17,SIDEWALK,outdoor,46
2017-01-17,OTHER,other,27
2017-01-17,ABANDONED BUILDING,other,1
2017-01-17,ATHLETIC CLUB,other,2
2017-01-17,CTA BUS STOP,other,3
2017-01-17,RESIDENCE PORCH/HALLWAY,other,13
2017-01-17,DRIVEWAY - RESIDENTIAL,outdoor,1
2017-01-17,"SCHOOL, PUBLIC, GROUNDS",other,5
2017-01-17,CTA TRAIN,other,2
2017-01-17,RESTAURANT,indoor,13
2017-01-17,RESIDENTIAL YARD (FRONT/BACK),other,10
2017-01-17,CREDIT UNION,other,1
2017-01-17,PARK PROPERTY,outdoor,5
2017-01-17,RESIDENCE,indoor,138
2017-01-17,FACTORY/MANUFACTURING BUILDING,other,1
2017-01-17,ATM (AUTOMATIC TELLER MACHINE),other,2
2017-01-17,CTA PLATFORM,other,1
2017-01-17,BAR OR TAVERN,indoor,2
2017-01-17,"SCHOOL, PUBLIC, BUILDING",other,25
2017-01-17,COMMERCIAL / BUSINESS OFFICE,indoor,5
2017-01-17,HOSPITAL BUILDING/GROUNDS,other,2
2017-01-17,RESIDENCE-GARAGE,other,13
2017-01-17,SMALL RETAIL STORE,indoor,20
2017-01-17,GOVERNMENT BUILDING/PROPERTY,other,2
2017-01-17,"SCHOOL, PRIVATE, BUILDING",other,6
2017-01-17,WAREHOUSE,other,1
2017-01-17,BANK,indoor,4
2017-01-17,"SCHOOL, PRIVATE, GROUNDS",other,1
2017-01-17,SPORTS ARENA/STADIUM,other,1
2017-01-17,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,other,1
2017-01-17,DEPARTMENT STORE,indoor,10
2017-01-17,APARTMENT,indoor,93
2017-01-17,VACANT LOT/LAND,other,2
2017-01-17,VEHICLE NON-COMMERCIAL,other,12
2017-01-17,TAVERN/LIQUOR STORE,other,1
2017-01-17,STREET,outdoor,142
2017-01-17,ALLEY,outdoor,6
2017-01-18,RESTAURANT,indoor,16
2017-01-18,COIN OPERATED MACHINE,other,6
2017-01-18,TAXICAB,other,1
2017-01-18,AIRPORT EXTERIOR - NON-SECURE AREA,other,1
2017-01-18,SPORTS ARENA/STADIUM,other,1
2017-01-18,SIDEWALK,outdoor,42
2017-01-18,OTHER,other,30
2017-01-18,LIBRARY,indoor,2
2017-01-18,PARKING LOT/GARAGE(NON.RESID.),other,22
2017-01-18,COMMERCIAL / BUSINESS OFFICE,indoor,4
2017-01-18,SMALL RETAIL STORE,indoor,16
2017-01-18,COLLEGE/UNIVERSITY GROUNDS,other,1
2017-01-18,BANK,indoor,4
2017-01-18,RESIDENCE-GARAGE,other,14
2017-01-18,ATM (AUTOMATIC TELLER MACHINE),other,2
2017-01-18,FACTORY/MANUFACTURING BUILDING,other,2
2017-01-18,HOSPITAL BUILDING/GROUNDS,other,4
2017-01-18,RESIDENCE,indoor,128
2017-01-18,TAVERN/LIQUOR STORE,other,2
2017-01-18,"SCHOOL, PUBLIC, GROUNDS",other,1
2017-01-18,HOTEL/MOTEL,other,2
2017-01-18,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,other,1
2017-01-18,POLICE FACILITY/VEH PARKING LOT,other,1
2017-01-18,CTA TRAIN,other,2
2017-01-18,CURRENCY EXCHANGE,indoor,2
2017-01-18,CTA STATION,other,3
2017-01-18,CHA APARTMENT,other,2
2017-01-18,"SCHOOL, PRIVATE, BUILDING",other,5
2017-01-18,DRIVEWAY - RESIDENTIAL,outdoor,3
2017-01-18,BAR OR TAVERN,indoor,2
2017-01-18,RESIDENCE PORCH/HALLWAY,other,13
2017-01-18,CTA GARAGE / OTHER PROPERTY,other,3
2017-01-18,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,1
2017-01-18,ABANDONED BUILDING,other,1
2017-01-18,STREET,outdoor,152
2017-01-18,ALLEY,outdoor,16
2017-01-18,RESIDENTIAL YARD (FRONT/BACK),other,12
2017-01-18,APPLIANCE STORE,other,1
2017-01-18,VACANT LOT/LAND,other,5
2017-01-18,"SCHOOL, PUBLIC, BUILDING",other,11
2017-01-18,PARK PROPERTY,outdoor,4
2017-01-18,ATHLETIC CLUB,other,1
2017-01-18,GAS STATION,outdoor,12
2017-01-18,DRUG STORE,indoor,7
2017-01-18,CONVENIENCE STORE,indoor,5
2017-01-18,GROCERY FOOD STORE,indoor,7
2017-01-18,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,2
2017-01-18,APARTMENT,indoor,107
2017-01-18,MEDICAL/DENTAL OFFICE,other,1
2017-01-18,VEHICLE NON-COMMERCIAL,other,8
2017-01-18,NURSING HOME/RETIREMENT HOME,other,1
2017-01-18,DEPARTMENT STORE,indoor,10
2017-01-18,CTA BUS,other,1
2017-01-19,"SCHOOL, PUBLIC, GROUNDS",other,4
2017-01-19,CTA BUS,other,7
2017-01-19,CTA TRAIN,other,3
2017-01-19,ABANDONED BUILDING,other,3
2017-01-19,CHA PARKING LOT/GROUNDS,other,2
2017-01-19,NURSING HOME/RETIREMENT HOME,other,4
2017-01-19,STREET,outdoor,138
2017-01-19,SPORTS ARENA/STADIUM,other,1
2017-01-19,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,1
2017-01-19,VEHICLE-COMMERCIAL,other,2
2017-01-19,GROCERY FOOD STORE,indoor,9
2017-01-19,OTHER,other,34
2017-01-19,MEDICAL/DENTAL OFFICE,other,1
2017-01-19,BANK,indoor,5
2017-01-19,VEHICLE NON-COMMERCIAL,other,21
2017-01-19,PARKING LOT/GARAGE(NON.RESID.),other,17
2017-01-19,RESIDENTIAL YARD (FRONT/BACK),other,12
2017-01-19,HOSPITAL BUILDING/GROUNDS,other,3
2017-01-19,CTA PLATFORM,other,1
2017-01-19,ATHLETIC CLUB,other,3
2017-01-19,COMMERCIAL / BUSINESS OFFICE,indoor,4
2017-01-19,HOTEL/MOTEL,other,4
2017-01-19,CTA GARAGE / OTHER PROPERTY,other,2
2017-01-19,DRUG STORE,indoor,8
2017-01-19,APARTMENT,indoor,93
2017-01-19,RESIDENCE,indoor,139
2017-01-19,GOVERNMENT BUILDING/PROPERTY,other,4
2017-01-19,RESIDENCE PORCH/HALLWAY,other,13
2017-01-19,RESTAURANT,indoor,17
2017-01-19,ALLEY,outdoor,13
2017-01-19,RESIDENCE-GARAGE,other,16
2017-01-19,FACTORY/MANUFACTURING BUILDING,other,1
2017-01-19,PARK PROPERTY,outdoor,1
2017-01-19,CONVENIENCE STORE,indoor,7
2017-01-19,CURRENCY EXCHANGE,indoor,3
2017-01-19,HOUSE,other,1
2017-01-19,DRIVEWAY - RESIDENTIAL,outdoor,1
2017-01-19,LIBRARY,indoor,2
2017-01-19,"SCHOOL, PRIVATE, BUILDING",other,3
2017-01-19,BAR OR TAVERN,indoor,2
2017-01-19,CTA STATION,other,1
2017-01-19,SMALL RETAIL STORE,indoor,16
2017-01-19,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,other,1
2017-01-19,CONSTRUCTION SITE,other,1
2017-01-19,"SCHOOL, PUBLIC, BUILDING",other,31
2017-01-19,GAS STATION,outdoor,8
2017-01-19,DEPARTMENT STORE,indoor,11
2017-01-19,OTHER COMMERCIAL TRANSPORTATION,other,1
2017-01-19,WAREHOUSE,other,2
2017-01-19,VACANT LOT/LAND,other,2
2017-01-19,SIDEWALK,outdoor,55
2017-01-20,ATHLETIC CLUB,other,2
2017-01-20,PARKING LOT/GARAGE(NON.RESID.),other,23
2017-01-20,BAR OR TAVERN,indoor,5
2017-01-20,RESIDENCE PORCH/HALLWAY,other,8
2017-01-20,RESIDENTIAL YARD (FRONT/BACK),other,10
2017-01-20,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,3
2017-01-20,NURSING HOME/RETIREMENT HOME,other,1
2017-01-20,OTHER,other,35
2017-01-20,BANK,indoor,4
2017-01-20,APARTMENT,indoor,85
2017-01-20,CTA BUS,other,4
2017-01-20,CTA STATION,other,3
2017-01-20,DEPARTMENT STORE,indoor,15
2017-01-20,PARK PROPERTY,outdoor,2
2017-01-20,CLEANING STORE,other,1
2017-01-20,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,other,1
2017-01-20,PAWN SHOP,other,1
2017-01-20,GOVERNMENT BUILDING/PROPERTY,other,1
2017-01-20,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,1
2017-01-20,ALLEY,outdoor,9
2017-01-20,CHA APARTMENT,other,2
2017-01-20,HOTEL/MOTEL,other,2
2017-01-20,CTA BUS STOP,other,1
2017-01-20,COMMERCIAL / BUSINESS OFFICE,indoor,3
2017-01-20,RESIDENCE,indoor,162
2017-01-20,JAIL / LOCK-UP FACILITY,other,1
2017-01-20,TAVERN/LIQUOR STORE,other,2
2017-01-20,GAS STATION,outdoor,9
2017-01-20,RESIDENCE-GARAGE,other,19
2017-01-20,STREET,outdoor,166
2017-01-20,RESTAURANT,indoor,15
2017-01-20,CONVENIENCE STORE,indoor,5
2017-01-20,VEHICLE NON-COMMERCIAL,other,19
2017-01-20,POLICE FACILITY/VEH PARKING LOT,other,2
2017-01-20,"SCHOOL, PRIVATE, BUILDING",other,3
2017-01-20,MEDICAL/DENTAL OFFICE,other,1
2017-01-20,MOVIE HOUSE/THEATER,other,1
2017-01-20,WAREHOUSE,other,1
2017-01-20,VEHICLE-COMMERCIAL,other,1
2017-01-20,DRIVEWAY - RESIDENTIAL,outdoor,5
2017-01-20,SIDEWALK,outdoor,64
2017-01-20,HOSPITAL BUILDING/GROUNDS,other,3
2017-01-20,CTA TRAIN,other,3
2017-01-20,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,1
2017-01-20,VACANT LOT/LAND,other,3
2017-01-20,"SCHOOL, PUBLIC, GROUNDS",other,5
2017-01-20,COLLEGE/UNIVERSITY GROUNDS,other,1
2017-01-20,CHA HALLWAY/STAIRWELL/ELEVATOR,other,1
2017-01-20,"SCHOOL, PUBLIC, BUILDING",other,24
2017-01-20,CTA PLATFORM,other,2
2017-01-20,TAXICAB,other,2
2017-01-20,DRUG STORE,indoor,5
2017-01-20,DAY CARE CENTER,other,1
2017-01-20,SMALL RETAIL STORE,indoor,21
2017-01-20,CONSTRUCTION SITE,other,1
2017-01-20,GROCERY FOOD STORE,indoor,8
2017-01-21,GROCERY FOOD STORE,indoor,11
2017-01-21,CTA TRAIN,other,8
2017-01-21,DRUG STORE,indoor,4
2017-01-21,CTA BUS STOP,other,2
2017-01-21,RESTAURANT,indoor,23
2017-01-21,VEHICLE - OTHER RIDE SERVICE,other,1
2017-01-21,SMALL RETAIL STORE,indoor,14
2017-01-21,CLEANING STORE,other,1
2017-01-21,BAR OR TAVERN,indoor,11
2017-01-21,JAIL / LOCK-UP FACILITY,other,1
2017-01-21,ABANDONED BUILDING,other,1
2017-01-21,AIRPORT EXTERIOR - SECURE AREA,other,1
2017-01-21,AIRPORT VENDING ESTABLISHMENT,other,1
2017-01-21,COMMERCIAL / BUSINESS OFFICE,indoor,2
